Date,Category,Amount,Description
2023-05-09,Healthcare,197.56,Top-up at Domino's
2023-05-09,Shopping,124.96,Subscription at Electric Ireland
2023-05-09,Gifts,14.94,Fuel at Shell
2023-05-09,Taxes,265.86,Clothes at Three
2023-05-09,Insurance,352.97,Hardware at Irish Rail
2023-05-09,Insurance,339.09,Groceries at SSE Airtricity
2023-05-09,Taxes,611.32,Purchase at KFC
2023-05-09,Gifts,62.96,Lunch at Domino's
2023-05-09,Subscriptions,14.54,Coffee at Irish Rail
2023-05-09,Food,37.71,Fuel at Eir
2023-05-09,Fitness,141.37,Renewal at Google
2023-05-09,Entertainment,34.7,Pharmacy at Eir
2023-05-09,Transport,26.57,Workshop at Specsavers
2023-05-09,Fitness,70.14,Subscription at Boots
2023-05-09,Rent,946.73,Fuel at Aer Lingus
2023-05-09,Food,13.65,Bill at Tesco
2023-05-09,Shopping,150.15,Purchase at Steam
2023-05-10,Fitness,65.6,Dinner at IKEA
2023-05-10,Education,559.03,Bill at Three
2023-05-10,Insurance,213.24,Fuel at Zara
2023-05-10,Insurance,251.35,Purchase at Apple
2023-05-10,Fitness,59.11,Pharmacy at Airbnb
2023-05-10,Food,18.15,Shoes at Uber
2023-05-10,Utilities,189.79,Membership at Dublin Bus
2023-05-10,Shopping,89.38,Booking at Irish Rail
2023-05-10,Rent,873.71,Order at KFC
2023-05-10,Taxes,108.34,Order at Aer Lingus
2023-05-10,Insurance,212.65,Subscription at SuperValu
2023-05-10,Transport,25.54,Transfer at Steam
2023-05-10,Gifts,247.37,Groceries at Zara
2023-05-10,Subscriptions,11.59,Bill at Dublin Bus
2023-05-10,Utilities,225.57,Ticket at Bolt
2023-05-10,Subscriptions,26.9,Renewal at KFC
2023-05-10,Education,595.97,Fuel at Aldi
2023-05-10,Rent,1736.82,Subscription at Zara
2023-05-10,Transport,6.84,Bill at Lidl
2023-05-10,Rent,824.77,Clothes at McDonald's
2023-05-10,Dining Out,21.98,Workshop at Electric Ireland
2023-05-10,Subscriptions,6.19,Payment at SuperValu
2023-05-10,Utilities,137.07,Payment at Zara
2023-05-10,Insurance,72.57,Workshop at Ryanair
2023-05-10,Utilities,48.88,Lunch at Specsavers
2023-05-10,Miscellaneous,86.91,Purchase at Tesco
2023-05-10,Gifts,121.74,Order at H&M
2023-05-10,Fitness,46.53,Workshop at Google
2023-05-10,Food,24.62,Lunch at Ryanair
2023-05-10,Healthcare,177.61,Lunch at Domino's
2023-05-10,Subscriptions,12.18,Snacks at Specsavers
2023-05-10,Insurance,362.04,Taxi at Ryanair
2023-05-10,Entertainment,55.25,Booking at IKEA
2023-05-10,Insurance,328.27,Course Fee at IKEA
2023-05-10,Miscellaneous,59.1,Lunch at Ryanair
2023-05-10,Groceries,22.42,Purchase at Aer Lingus
2023-05-10,Insurance,50.44,Snacks at Bolt
2023-05-10,Entertainment,15.15,Booking at Uber
2023-05-10,Transport,8.38,Membership at Boots
2023-05-10,Miscellaneous,187.04,Booking at Shell
2023-05-10,Subscriptions,15.25,Clothes at Subway
2023-05-10,Dining Out,22.92,Course Fee at Circle K
2023-05-10,Rent,1014.45,Groceries at Specsavers
2023-05-10,Dining Out,17.45,Bill at Aldi
2023-05-11,Transport,6.68,Taxi at Electric Ireland
2023-05-11,Entertainment,38.75,Course Fee at Subway
2023-05-11,Groceries,111.14,Order at Dublin Bus
2023-05-11,Taxes,1032.22,Lunch at Just Eat
2023-05-11,Shopping,88.75,Booking at Vodafone
2023-05-11,Gifts,157.93,Ticket at Netflix
2023-05-11,Shopping,33.57,Snacks at KFC
2023-05-11,Groceries,69.83,Ticket at KFC
2023-05-11,Fitness,127.4,Top-up at Specsavers
2023-05-11,Subscriptions,17.47,Booking at Three
2023-05-11,Dining Out,57.05,Dinner at IKEA
2023-05-11,Insurance,156.61,Pharmacy at Gym+Coffee
2023-05-11,Dining Out,41.49,Shoes at Tesco
2023-05-11,Travel,419.14,Workshop at Aldi
2023-05-11,Education,530.94,Fuel at Domino's
2023-05-11,Travel,304.04,Shoes at Shell
2023-05-11,Dining Out,20.85,Subscription at H&M
2023-05-11,Education,351.56,Pharmacy at Circle K
2023-05-11,Gifts,203.65,Dinner at Steam
2023-05-11,Gifts,141.6,Renewal at SuperValu
2023-05-11,Shopping,294.13,Purchase at Ryanair
2023-05-11,Miscellaneous,3.13,Course Fee at H&M
2023-05-11,Fitness,14.21,Workshop at Ryanair
2023-05-11,Entertainment,11.66,Transfer at Uber
2023-05-11,Education,41.08,Ticket at Steam
2023-05-11,Shopping,258.08,Subscription at Circle K
2023-05-11,Travel,264.31,Top-up at Aldi
2023-05-11,Healthcare,325.48,Purchase at Starbucks
2023-05-11,Dining Out,23.2,Dinner at Ryanair
2023-05-11,Healthcare,355.22,Snacks at Starbucks
2023-05-11,Entertainment,66.71,Fuel at Irish Rail
2023-05-11,Miscellaneous,31.71,Clothes at Aldi
2023-05-11,Rent,2171.32,Snacks at Spotify
2023-05-11,Healthcare,114.98,Snacks at Uber
2023-05-11,Transport,23.93,Course Fee at Lidl
2023-05-11,Education,510.42,Renewal at Gym+Coffee
2023-05-11,Rent,927.77,Payment at Starbucks
2023-05-11,Transport,9.95,Top-up at Just Eat
2023-05-11,Entertainment,60.07,Snacks at IKEA
2023-05-11,Healthcare,135.85,Gadgets at Netflix
2023-05-11,Education,541.13,Booking at IKEA
2023-05-11,Food,20.34,Ticket at Electric Ireland
2023-05-11,Rent,1714.4,Snacks at Three
2023-05-11,Gifts,124.05,Lunch at Starbucks
2023-05-11,Utilities,52.28,Pharmacy at Google
2023-05-11,Insurance,83.1,Ticket at IKEA
2023-05-11,Rent,1170.4,Course Fee at Amazon
2023-05-11,Transport,21.11,Course Fee at Just Eat
2023-05-11,Dining Out,52.17,Booking at Netflix
2023-05-11,Rent,1837.61,Lunch at Vodafone
2023-05-11,Utilities,131.2,Hardware at McDonald's
2023-05-11,Shopping,418.25,Shoes at Electric Ireland
2023-05-11,Groceries,47.31,Gadgets at Domino's
2023-05-11,Subscriptions,12.89,Booking at Netflix
2023-05-11,Insurance,397.48,Payment at Ryanair
2023-05-12,Miscellaneous,44.25,Bill at Lidl
2023-05-12,Groceries,36.14,Renewal at H&M
2023-05-12,Gifts,146.96,Dinner at Eir
2023-05-12,Gifts,12.47,Groceries at Vodafone
2023-05-12,Healthcare,277.6,Fuel at Subway
2023-05-12,Transport,14.27,Renewal at Boots
2023-05-12,Groceries,49.55,Top-up at Bolt
2023-05-12,Food,22.49,Lunch at Netflix
2023-05-12,Entertainment,28.22,Booking at Irish Rail
2023-05-12,Food,6.39,Booking at H&M
2023-05-12,Utilities,80.21,Workshop at Just Eat
2023-05-12,Entertainment,43.31,Dinner at Starbucks
2023-05-12,Transport,20.6,Snacks at Three
2023-05-12,Subscriptions,5.51,Subscription at Domino's
2023-05-12,Shopping,380.34,Renewal at Amazon
2023-05-12,Healthcare,250.43,Coffee at Just Eat
2023-05-12,Insurance,169.84,Membership at Ryanair
2023-05-12,Travel,566.38,Gadgets at Starbucks
2023-05-12,Dining Out,27.02,Purchase at Steam
2023-05-12,Shopping,371.76,Clothes at Vodafone
2023-05-12,Gifts,31.77,Workshop at Bolt
2023-05-12,Transport,9.99,Workshop at Irish Rail
2023-05-12,Dining Out,54.36,Pharmacy at H&M
2023-05-12,Entertainment,65.91,Fuel at Gym+Coffee
2023-05-12,Gifts,151.33,Workshop at Electric Ireland
2023-05-12,Insurance,346.79,Workshop at Spotify
2023-05-12,Travel,604.15,Order at Electric Ireland
2023-05-12,Education,302.76,Top-up at Steam
2023-05-12,Insurance,154.57,Groceries at Starbucks
2023-05-12,Healthcare,75.28,Dinner at Irish Water
2023-05-12,Insurance,267.8,Purchase at H&M
2023-05-12,Taxes,1025.66,Ticket at Bolt
2023-05-12,Dining Out,92.56,Purchase at Just Eat
2023-05-12,Shopping,183.06,Course Fee at Starbucks
2023-05-12,Gifts,78.16,Course Fee at Steam
2023-05-12,Healthcare,76.57,Dinner at Gym+Coffee
2023-05-12,Shopping,375.26,Taxi at Spotify
2023-05-12,Insurance,395.55,Taxi at Irish Rail
2023-05-12,Rent,2084.32,Clothes at Specsavers
2023-05-12,Dining Out,34.3,Dinner at H&M
2023-05-12,Insurance,84.93,Groceries at Just Eat
2023-05-12,Transport,6.7,Order at Shell
2023-05-12,Miscellaneous,162.18,Groceries at SSE Airtricity
2023-05-12,Subscriptions,12.64,Clothes at Aer Lingus
2023-05-12,Healthcare,326.21,Ticket at Bolt
2023-05-12,Taxes,1297.21,Transfer at KFC
2023-05-12,Travel,651.3,Bill at SuperValu
2023-05-12,Taxes,1154.17,Renewal at Boots
2023-05-12,Entertainment,20.24,Taxi at IKEA
2023-05-12,Miscellaneous,20.09,Fuel at KFC
2023-05-12,Groceries,36.48,Clothes at Uber
2023-05-12,Shopping,103.16,Membership at Zara
2023-05-12,Insurance,306.85,Renewal at Google
2023-05-12,Travel,1142.92,Bill at KFC
2023-05-13,Gifts,172.61,Groceries at Boots
2023-05-13,Dining Out,20.92,Taxi at Just Eat
2023-05-13,Food,9.39,Top-up at IKEA
2023-05-13,Miscellaneous,178.82,Renewal at IKEA
2023-05-13,Healthcare,333.11,Purchase at KFC
2023-05-13,Rent,2101.39,Lunch at Aldi
2023-05-13,Healthcare,15.67,Gadgets at Eir
2023-05-13,Insurance,311.81,Hardware at Domino's
2023-05-13,Utilities,150.67,Taxi at Specsavers
2023-05-13,Transport,10.69,Course Fee at Just Eat
2023-05-13,Utilities,218.98,Bill at Irish Water
2023-05-13,Shopping,222.14,Ticket at IKEA
2023-05-13,Shopping,54.82,Top-up at Boots
2023-05-13,Entertainment,18.77,Transfer at Spotify
2023-05-13,Taxes,1685.02,Gadgets at Decathlon
2023-05-13,Healthcare,123.21,Pharmacy at Tesco
2023-05-13,Food,26.79,Purchase at SuperValu
2023-05-13,Food,60.0,Membership at Ryanair
2023-05-13,Food,13.15,Taxi at Three
2023-05-13,Entertainment,11.34,Course Fee at Lidl
2023-05-13,Food,10.82,Dinner at IKEA
2023-05-13,Insurance,213.04,Groceries at Amazon
2023-05-13,Subscriptions,11.22,Groceries at Decathlon
2023-05-13,Education,215.22,Fuel at Shell
2023-05-13,Subscriptions,8.71,Booking at Bolt
2023-05-13,Entertainment,33.45,Fuel at Lidl
2023-05-13,Transport,12.55,Bill at Irish Water
2023-05-13,Healthcare,278.85,Top-up at H&M
2023-05-13,Transport,9.53,Snacks at Starbucks
2023-05-13,Rent,1523.05,Course Fee at Circle K
2023-05-13,Gifts,151.54,Shoes at Apple
2023-05-13,Shopping,386.79,Groceries at Eir
2023-05-13,Travel,737.29,Coffee at Aldi
2023-05-13,Miscellaneous,97.31,Coffee at Bolt
2023-05-13,Dining Out,32.31,Workshop at Google
2023-05-13,Shopping,284.38,Course Fee at Netflix
2023-05-13,Rent,657.64,Ticket at Tesco
2023-05-13,Insurance,307.71,Ticket at Dublin Bus
2023-05-13,Miscellaneous,174.75,Ticket at Steam
2023-05-13,Utilities,183.93,Purchase at Aldi
2023-05-14,Education,167.92,Purchase at McDonald's
2023-05-14,Food,12.3,Payment at Subway
2023-05-14,Rent,1848.7,Renewal at Circle K
2023-05-14,Groceries,58.22,Transfer at SSE Airtricity
2023-05-14,Food,12.14,Pharmacy at Subway
2023-05-14,Gifts,242.42,Lunch at Irish Water
2023-05-14,Utilities,242.27,Taxi at Irish Rail
2023-05-14,Fitness,134.8,Booking at Google
2023-05-14,Miscellaneous,37.57,Purchase at Boots
2023-05-14,Food,12.57,Ticket at KFC
2023-05-14,Healthcare,25.08,Hardware at Specsavers
2023-05-14,Rent,1796.08,Payment at Tesco
2023-05-14,Education,553.95,Clothes at Electric Ireland
2023-05-14,Rent,1024.99,Renewal at Irish Water
2023-05-14,Fitness,94.42,Booking at Vodafone
2023-05-14,Utilities,111.48,Groceries at Circle K
2023-05-14,Travel,864.03,Course Fee at SSE Airtricity
2023-05-14,Taxes,1016.8,Bill at Lidl
2023-05-14,Groceries,50.55,Gadgets at Vodafone
2023-05-14,Taxes,1876.27,Lunch at Spotify
2023-05-14,Entertainment,19.94,Renewal at Bolt
2023-05-14,Travel,515.9,Gadgets at Netflix
2023-05-14,Shopping,401.2,Fuel at Eir
2023-05-14,Travel,816.47,Pharmacy at Ryanair
2023-05-14,Dining Out,26.27,Purchase at Three
2023-05-14,Fitness,17.8,Workshop at Starbucks
2023-05-14,Groceries,48.99,Dinner at Starbucks
2023-05-14,Fitness,64.58,Lunch at SSE Airtricity
2023-05-14,Shopping,419.05,Renewal at Google
2023-05-14,Healthcare,99.1,Membership at KFC
2023-05-14,Food,20.02,Payment at Airbnb
2023-05-14,Travel,46.16,Course Fee at Circle K
2023-05-14,Healthcare,53.88,Bill at Domino's
2023-05-14,Subscriptions,16.52,Subscription at Spotify
2023-05-14,Food,9.99,Purchase at Zara
2023-05-14,Insurance,236.17,Fuel at H&M
2023-05-14,Miscellaneous,65.83,Renewal at Ryanair
2023-05-14,Subscriptions,16.99,Purchase at Aer Lingus
2023-05-14,Taxes,626.33,Fuel at Netflix
2023-05-14,Gifts,63.11,Transfer at Apple
2023-05-14,Taxes,1100.44,Top-up at Airbnb
2023-05-14,Healthcare,271.99,Hardware at Bolt
2023-05-14,Gifts,101.14,Coffee at H&M
2023-05-14,Travel,213.81,Booking at H&M
2023-05-14,Rent,713.4,Subscription at Aldi
2023-05-14,Subscriptions,8.86,Ticket at Shell
2023-05-14,Insurance,302.53,Coffee at Aer Lingus
2023-05-14,Fitness,26.54,Groceries at McDonald's
2023-05-14,Subscriptions,16.79,Course Fee at Specsavers
2023-05-14,Insurance,142.07,Bill at Domino's
2023-05-14,Travel,186.23,Purchase at Irish Rail
2023-05-14,Shopping,136.44,Taxi at Circle K
2023-05-14,Food,17.16,Lunch at Spotify
2023-05-14,Food,29.16,Gadgets at SuperValu
2023-05-14,Shopping,381.24,Dinner at Vodafone
2023-05-14,Gifts,50.9,Membership at Just Eat
2023-05-14,Utilities,33.09,Snacks at Uber
2023-05-14,Dining Out,42.7,Snacks at Amazon
2023-05-14,Subscriptions,11.91,Coffee at Specsavers
2023-05-14,Transport,13.79,Course Fee at Three
2023-05-15,Miscellaneous,91.16,Membership at Google
2023-05-15,Healthcare,222.21,Subscription at Lidl
2023-05-15,Education,74.99,Order at Irish Water
2023-05-15,Miscellaneous,91.68,Dinner at Just Eat
2023-05-15,Taxes,95.8,Bill at Circle K
2023-05-15,Healthcare,336.82,Subscription at SuperValu
2023-05-15,Groceries,159.44,Hardware at Dublin Bus
2023-05-15,Education,492.16,Fuel at Shell
2023-05-15,Food,18.87,Transfer at Airbnb
2023-05-15,Fitness,96.29,Groceries at Shell
2023-05-15,Entertainment,16.96,Dinner at Gym+Coffee
2023-05-15,Miscellaneous,31.8,Dinner at SuperValu
2023-05-15,Taxes,515.75,Purchase at Circle K
2023-05-15,Transport,17.07,Groceries at Ryanair
2023-05-15,Transport,11.39,Shoes at Three
2023-05-15,Food,15.32,Shoes at Apple
2023-05-15,Transport,15.85,Purchase at H&M
2023-05-15,Education,306.38,Clothes at Eir
2023-05-15,Entertainment,64.68,Top-up at Lidl
2023-05-15,Shopping,443.98,Booking at Apple
2023-05-15,Groceries,96.28,Transfer at Specsavers
2023-05-15,Utilities,199.15,Pharmacy at Subway
2023-05-15,Rent,1048.35,Bill at Aer Lingus
2023-05-15,Transport,10.91,Purchase at Decathlon
2023-05-15,Taxes,1285.19,Pharmacy at Netflix
2023-05-15,Utilities,100.94,Taxi at Just Eat
2023-05-15,Food,38.54,Course Fee at Irish Water
2023-05-15,Education,570.36,Renewal at SSE Airtricity
2023-05-15,Miscellaneous,65.23,Transfer at Gym+Coffee
2023-05-15,Healthcare,32.32,Groceries at Irish Rail
2023-05-15,Shopping,200.34,Shoes at Vodafone
2023-05-15,Utilities,58.23,Taxi at Starbucks
2023-05-15,Fitness,138.57,Hardware at Zara
2023-05-15,Insurance,185.93,Fuel at Irish Water
2023-05-15,Education,475.5,Purchase at H&M
2023-05-15,Gifts,31.56,Top-up at Just Eat
2023-05-15,Gifts,247.93,Pharmacy at Decathlon
2023-05-15,Entertainment,28.25,Taxi at Gym+Coffee
2023-05-15,Taxes,1592.68,Dinner at Just Eat
2023-05-15,Insurance,350.82,Subscription at Boots
2023-05-15,Gifts,165.51,Coffee at Circle K
2023-05-15,Healthcare,319.64,Top-up at Netflix
2023-05-15,Transport,7.1,Taxi at Lidl
2023-05-15,Education,245.84,Gadgets at Uber
2023-05-15,Food,23.86,Membership at Ryanair
2023-05-15,Education,206.7,Lunch at Tesco
2023-05-15,Groceries,102.69,Dinner at Dublin Bus
2023-05-15,Taxes,1062.09,Renewal at Boots
2023-05-15,Healthcare,315.51,Shoes at SuperValu
2023-05-15,Shopping,205.9,Shoes at Decathlon
2023-05-15,Entertainment,20.22,Transfer at Aldi
2023-05-15,Dining Out,35.27,Course Fee at Amazon
2023-05-16,Gifts,97.86,Membership at Irish Water
2023-05-16,Groceries,95.96,Gadgets at Uber
2023-05-16,Healthcare,156.61,Shoes at Shell
2023-05-16,Education,153.9,Renewal at Zara
2023-05-16,Shopping,473.2,Booking at Ryanair
2023-05-16,Subscriptions,23.5,Order at Ryanair
2023-05-16,Dining Out,31.36,Order at Uber
2023-05-16,Education,434.54,Fuel at Dublin Bus
2023-05-16,Transport,22.62,Top-up at Google
2023-05-16,Miscellaneous,24.76,Snacks at Just Eat
2023-05-16,Groceries,92.02,Course Fee at Eir
2023-05-16,Dining Out,42.38,Coffee at Dublin Bus
2023-05-16,Transport,7.74,Ticket at Bolt
2023-05-16,Fitness,30.85,Membership at Amazon
2023-05-16,Education,274.74,Snacks at Tesco
2023-05-16,Insurance,63.17,Bill at Aldi
2023-05-16,Groceries,48.28,Hardware at Apple
2023-05-16,Utilities,123.39,Bill at Lidl
2023-05-16,Miscellaneous,147.14,Ticket at Irish Water
2023-05-16,Gifts,205.24,Gadgets at Bolt
2023-05-16,Travel,250.65,Dinner at Domino's
2023-05-16,Rent,1903.83,Pharmacy at McDonald's
2023-05-16,Fitness,38.37,Coffee at Decathlon
2023-05-16,Dining Out,27.73,Fuel at IKEA
2023-05-16,Entertainment,22.74,Purchase at Shell
2023-05-16,Education,62.59,Shoes at KFC
2023-05-16,Insurance,73.67,Groceries at Electric Ireland
2023-05-16,Groceries,33.46,Purchase at Just Eat
2023-05-16,Fitness,146.14,Membership at Tesco
2023-05-16,Groceries,90.85,Gadgets at Aer Lingus
2023-05-16,Entertainment,16.79,Purchase at Aer Lingus
2023-05-16,Fitness,32.41,Lunch at Spotify
2023-05-16,Dining Out,12.1,Purchase at H&M
2023-05-16,Taxes,1134.15,Pharmacy at Shell
2023-05-16,Gifts,57.14,Clothes at Eir
2023-05-16,Taxes,1300.72,Workshop at Starbucks
2023-05-16,Healthcare,311.23,Purchase at Amazon
2023-05-16,Insurance,217.5,Booking at Shell
2023-05-16,Entertainment,14.95,Coffee at Airbnb
2023-05-16,Taxes,1130.02,Transfer at Amazon
2023-05-16,Healthcare,194.43,Ticket at Domino's
2023-05-16,Gifts,225.71,Coffee at IKEA
2023-05-16,Miscellaneous,29.44,Coffee at Zara
2023-05-16,Utilities,144.65,Clothes at SSE Airtricity
2023-05-16,Entertainment,31.63,Transfer at KFC
2023-05-16,Rent,2022.72,Taxi at Decathlon
2023-05-16,Dining Out,39.47,Order at Aer Lingus
2023-05-16,Entertainment,11.29,Purchase at Zara
2023-05-16,Rent,832.6,Order at Specsavers
2023-05-16,Food,24.58,Membership at SSE Airtricity
2023-05-16,Subscriptions,13.57,Booking at Aer Lingus
2023-05-16,Healthcare,38.23,Snacks at Apple
2023-05-16,Taxes,841.04,Shoes at Boots
2023-05-16,Travel,1002.91,Shoes at Aer Lingus
2023-05-16,Fitness,121.46,Clothes at Tesco
2023-05-16,Entertainment,27.85,Snacks at Eir
2023-05-16,Groceries,76.41,Lunch at Netflix
2023-05-16,Insurance,371.36,Payment at Irish Water
2023-05-16,Education,278.87,Fuel at KFC
2023-05-16,Transport,6.43,Lunch at Vodafone
2023-05-16,Utilities,52.11,Taxi at Specsavers
2023-05-17,Miscellaneous,104.13,Purchase at Tesco
2023-05-17,Healthcare,206.71,Dinner at Amazon
2023-05-17,Travel,629.83,Coffee at Spotify
2023-05-17,Education,221.47,Order at Steam
2023-05-17,Gifts,228.36,Fuel at Airbnb
2023-05-17,Insurance,182.15,Fuel at McDonald's
2023-05-17,Taxes,810.63,Shoes at Ryanair
2023-05-17,Gifts,169.45,Pharmacy at Shell
2023-05-17,Gifts,64.04,Renewal at Eir
2023-05-17,Entertainment,7.58,Hardware at Aldi
2023-05-17,Rent,1199.5,Clothes at Steam
2023-05-17,Rent,1133.93,Snacks at Circle K
2023-05-17,Insurance,378.43,Order at Specsavers
2023-05-17,Transport,13.37,Subscription at Google
2023-05-17,Utilities,232.42,Hardware at Apple
2023-05-17,Fitness,121.37,Snacks at Just Eat
2023-05-17,Insurance,117.18,Payment at Dublin Bus
2023-05-17,Travel,221.62,Workshop at SSE Airtricity
2023-05-17,Groceries,90.58,Booking at Bolt
2023-05-17,Subscriptions,5.81,Booking at Uber
2023-05-17,Dining Out,32.58,Subscription at Tesco
2023-05-17,Transport,7.08,Course Fee at SSE Airtricity
2023-05-17,Healthcare,28.31,Order at Circle K
2023-05-17,Insurance,320.24,Renewal at Spotify
2023-05-17,Rent,811.48,Workshop at Just Eat
2023-05-17,Food,10.36,Lunch at Eir
2023-05-17,Dining Out,38.06,Hardware at Irish Water
2023-05-17,Taxes,394.73,Course Fee at Electric Ireland
2023-05-17,Healthcare,391.91,Shoes at Google
2023-05-17,Taxes,1432.43,Coffee at Specsavers
2023-05-17,Rent,1063.82,Top-up at Three
2023-05-17,Travel,644.84,Ticket at Vodafone
2023-05-17,Subscriptions,12.85,Clothes at Eir
2023-05-17,Insurance,142.54,Dinner at Boots
2023-05-17,Education,546.68,Dinner at Apple
2023-05-17,Healthcare,17.57,Snacks at SuperValu
2023-05-17,Education,249.24,Hardware at Steam
2023-05-17,Food,48.51,Purchase at Netflix
2023-05-18,Insurance,176.26,Clothes at Dublin Bus
2023-05-18,Entertainment,61.7,Dinner at Aer Lingus
2023-05-18,Entertainment,24.15,Dinner at Apple
2023-05-18,Utilities,162.91,Payment at McDonald's
2023-05-18,Education,33.68,Fuel at Shell
2023-05-18,Dining Out,22.39,Bill at Irish Rail
2023-05-18,Insurance,290.58,Ticket at Eir
2023-05-18,Insurance,313.6,Dinner at Bolt
2023-05-18,Entertainment,13.26,Clothes at Vodafone
2023-05-18,Healthcare,31.37,Workshop at Subway
2023-05-18,Insurance,364.85,Top-up at Amazon
2023-05-18,Entertainment,69.05,Purchase at Decathlon
2023-05-18,Rent,1334.51,Shoes at Vodafone
2023-05-18,Groceries,61.57,Membership at SSE Airtricity
2023-05-18,Rent,2128.96,Dinner at Subway
2023-05-18,Insurance,68.04,Booking at Aer Lingus
2023-05-18,Taxes,1691.62,Booking at KFC
2023-05-18,Dining Out,29.34,Membership at H&M
2023-05-18,Entertainment,59.94,Course Fee at Google
2023-05-18,Transport,31.16,Groceries at H&M
2023-05-18,Insurance,272.71,Payment at Airbnb
2023-05-18,Fitness,102.93,Membership at SSE Airtricity
2023-05-18,Groceries,63.11,Top-up at Shell
2023-05-18,Education,441.79,Snacks at Aer Lingus
2023-05-18,Taxes,891.86,Groceries at Just Eat
2023-05-18,Shopping,439.62,Fuel at Eir
2023-05-18,Groceries,61.95,Clothes at Google
2023-05-18,Fitness,21.8,Payment at Gym+Coffee
2023-05-18,Utilities,227.38,Workshop at Subway
2023-05-18,Miscellaneous,35.01,Groceries at Zara
2023-05-18,Insurance,222.88,Subscription at Electric Ireland
2023-05-18,Rent,1710.98,Pharmacy at SSE Airtricity
2023-05-18,Food,16.44,Fuel at Apple
2023-05-18,Miscellaneous,69.14,Dinner at Apple
2023-05-18,Shopping,476.57,Booking at Tesco
2023-05-18,Miscellaneous,154.38,Pharmacy at Amazon
